	mzmed
1461	641.536256790242
1462	641.549296894795
1463	641.549127497365
1464	642.398833112747
1465	642.480003966042
1466	642.48639972634
1467	642.529830475837
1468	642.535444862644
1469	642.539650482299
1470	642.552681922697
1471	642.552574132937
1472	643.425890316633
1473	643.445211226155
1474	643.487000302353
1475	643.4829812625701
1476	643.564162549817
1477	644.485545550953
1478	644.568020581708
1479	645.215390558012
1480	645.382450517605
1481	645.47078738082
1482	645.513771560453
1483	645.531953738157
1484	645.580830385827
1485	646.430095493862
1486	646.433675032841
1487	646.474262948055
1488	646.516863164803
1489	646.58421766901
1490	647.436380135631
1491	647.425987077567
1492	647.436929707696
1493	647.45701940344
1494	647.476295268748
1495	647.489228819913
1496	647.587402454031
1497	648.491423118704
1498	649.2172942508071
1499	649.370562610284
1500	649.443822634821
1501	649.474719775736
1502	650.4472999193521
1503	650.4607625210031
1504	650.868101363087
1505	651.233148492637
1506	651.436912912719
1507	651.476072273433
1508	651.486593643853
1509	651.520785346326
1510	651.520375041303
1511	652.236705484757
1512	652.4795185919439
1513	652.491404142688
1514	652.588698081681
1515	653.457791231864
1516	653.4751821808529
1517	653.4753588218409
1518	653.498605999759
1519	653.491734927734
1520	654.4776151436071
1521	654.478633356458
1522	654.49519905314
1523	654.579155038022
1524	655.163508468421
1525	655.28222713634
1526	655.422376065462
1527	655.480732600643
1528	655.498430210378
1529	655.491782868879
1530	655.5073811122429
1531	655.582299018031
1532	656.166571209416
1533	656.289705871882
1534	656.4259322890271
1535	656.493397117695
1536	656.510953996784
1537	656.510930061825
1538	656.585059913141
1539	656.885729599869
1540	656.885074597924
1541	657.1613000772701
1542	657.269865544827
1543	657.450852743444
1544	657.505921664732
1545	657.507053316983
1546	657.495794146745
1547	657.514179813191
1548	657.523086938629
1549	657.88907071447
1550	658.164090211765
1551	658.454184608677
1552	658.509404869294
1553	658.5088027681189
1554	658.526534017045
1555	658.52648637118
1556	659.399477399573
1557	659.454019681324
1558	659.4890984484649
1559	659.512464996568
1560	659.522220307435
1561	660.524357476444
1562	660.862269756853
1563	661.142639049304
1564	661.505031094776
1565	662.5084454656591
1566	663.413409468077
1567	663.416796327065
1568	663.4307562527
1569	663.50141548668
1570	663.511562005247
1571	663.520597253963
1572	664.420185892847
1573	664.416845530394
1574	664.5143744888439
1575	664.524055878682
1576	665.1910920020671
1577	665.414831540527
1578	665.399486346453
1579	665.417738061081
1580	665.438089658803
1581	665.527155513869
1582	665.517029549407
1583	665.536250905081
1584	666.060320679868
1585	666.4029311133149
1586	666.417666292063
1587	666.42601417992
1588	666.530041165344
1589	666.539683956994
1590	666.840812394577
1591	667.1397217088289
1592	667.206927255166
1593	667.414063024716
1594	667.447980888756
1595	667.460753264679
1596	667.470982459191
1597	667.471205436221
1598	667.489916856568
1599	667.5325642991791
1600	667.5427821961911
1601	667.551944369964
1602	668.416611496244
1603	668.451394596822
1604	668.510450694803
1605	668.545656309606
1606	668.555404372093
1607	669.42424498021
1608	669.4309168281189
1609	669.449089359544
1610	669.446229796818
1611	669.469873112955
1612	669.4822722604271
1613	669.5482695388849
1614	669.567926004477
1615	669.558439180763
1616	669.580552427316
1617	670.434382592796
1618	670.426278740838
1619	670.4490111785431
1620	670.4574177353201
1621	670.561452501445
1622	670.583677472987
1623	670.901463074161
1624	671.140877951162
1625	671.4198073204631
1626	671.437032147581
1627	671.4455102901719
1628	671.48346370305
1629	671.595392412017
1630	672.421340540096
1631	672.570475947604
1632	672.599126576243
1633	672.8589480574819
1634	673.156681851002
1635	673.246815941873
1636	673.455165810487
1637	673.48016702017
1638	673.485372277705
1639	674.488084529648
1640	675.154476045063
1641	675.520234490945
1642	675.566095722961
1643	677.500087893671
1644	677.500129400456
1645	677.535870585869
1646	678.5034419905729
1647	678.4953493615351
1648	678.516908114881
1649	679.264449685074
1650	679.386803677215
1651	679.453616339628
1652	679.490037830944
1653	679.498589098962
1654	679.515113595618
1655	679.506256552603
1656	679.51438481558
1657	679.5515019764499
1658	679.6614375378231
1659	680.267941837848
1660	680.501457891432
1661	680.518839637902
1662	680.515883784019
1663	680.5109389810431
1664	680.620056898369
1665	680.664827926175
1666	681.416547252186
1667	681.431521798353
1668	681.458987856823
1669	681.505591135645
1670	681.512846404849
1671	681.5141674794339
1672	681.529917640236
1673	681.5299742451609
1674	681.52291705875
1675	681.668049655347
1676	682.435188817254
1677	682.46155671565
1678	682.509004269873
1679	682.51593213268
1680	682.5314697864981
1681	682.517115762237
1682	682.526574570107
1683	682.527146681036
1684	682.599408528905
1685	683.4631531372239
1686	683.460058824169
1687	683.5212810741771
1688	683.518236490124
1689	683.528476481463
1690	683.52935668602
1691	683.602629178216
1692	684.49320187933
1693	684.5248827320349
1694	684.52429751606
1695	684.53159411586
1696	684.520214283962
1697	684.531869474647
1698	684.542110475898
1699	684.5424397498371
1700	685.301044480444
1701	685.398737714252
1702	685.4048415158879
1703	685.4905158202649
1704	685.533937916556
1705	685.545320362174
1706	685.669397988833
1707	685.8497605143509
1708	686.402129874993
1709	686.4099390664869
1710	686.492987830844
1711	687.1584527506479
1712	687.396662345685
1713	687.4693250096769
1714	687.501561430992
1715	688.40084747966
1716	689.130037000606
1717	689.1736078578149
1718	689.4065608812219
1719	689.43005871956
1720	689.476572645963
1721	689.5173567350639
1722	690.4117243610859
1723	690.433465943795
1724	691.410988481502
1725	691.4147094971601
1726	691.4280231477769
1727	691.5518616962289
1728	691.589058767492
1729	692.413756332488
1730	692.418201267337
1731	692.4178020414461
1732	692.431568001768
1733	692.555267519081
1734	693.280192077126
1735	693.4098662612261
1736	693.430735149875
1737	693.434579793718
1738	693.490220251142
1739	694.4899295473241
1740	694.4899782196809
1741	695.23844714927
1742	695.483513628467
1743	695.4934369939031
1744	695.5835989425631
1745	696.2451539172681
1746	696.4861456330569
1747	696.5046234480029
1748	696.5870701112849
1749	696.6150615075121
1750	697.433255456933
1751	697.49925998505
1752	697.5990551203239
1753	698.4367490847541
1754	698.5942901839819
1755	699.43598209575
1756	699.467801242153
1757	699.497089620891
1758	699.5147538516251
1759	699.589492925968
1760	699.5976531988209
1761	700.40309127276
1762	700.5060017079599
1763	701.2782332179961
1764	701.372868076268
1765	701.6434084658799
1766	702.376206259946
1767	702.5173391060339
1768	702.6468258434011
1769	703.370883315446
1770	703.448197096859
1771	703.446718896022
1772	703.498606389954
1773	703.496162575935
1774	703.514731503122
1775	703.6500051334441
1776	704.373729915721
1777	704.434280594171
1778	704.451624870348
1779	704.4503886294459
1780	704.515825311573
1781	704.5329124238609
1782	704.653015502563
1783	705.3695068727541
1784	705.4462951624
1785	705.440850552939
1786	705.493787556296
1787	705.512718519821
1788	705.530183242077
1789	706.458658691075
1790	706.515845108342
1791	706.5313591545951
1792	706.5485679320759
1793	707.295788767763
1794	707.4023747820551
1795	707.456140566688
1796	707.518330106808
1797	707.528293839261
1798	708.2993283608259
1799	708.457974450855
1800	708.520561684138
1801	708.53144722347
1802	708.546979400246
1803	709.4549388186759
1804	709.462134779933
1805	709.464206364032
1806	709.50866988515
1807	709.522621044952
1808	709.536739261364
1809	709.5360766074181
1810	709.533898652474
1811	709.5439639056509
1812	710.46769127677
1813	710.4900344429901
1814	710.5401281811011
1815	710.539733727492
1816	710.5362027124111
1817	710.547073981129
1818	710.56274229286
1819	710.630334389633
1820	711.395513765979
1821	711.413698430115
1822	711.4707017602091
1823	711.4875406776849
1824	711.5515728223379
1825	711.549548807226
1826	711.559762948884
1827	711.5704636457821
1828	711.633479150861
1829	712.4894663143739
1830	712.55542764403
1831	712.5518008796159
1832	712.5628956356489
1833	712.610073413703
1834	713.2030266226469
1835	713.394245035968
1836	713.4766763450929
1837	713.486085344583
1838	713.565157680641
1839	713.568456382199
1840	713.585898607605
1841	714.480203691019
1842	714.571907118349
1843	714.5892514958389
1844	715.4084626088049
1845	715.445146603655
1846	715.476094494068
1847	715.4922170845731
1848	715.492328875651
1849	715.574821953778
1850	715.585632357598
1851	716.4782513170751
1852	716.58745152743
1853	716.5967751943491
1854	717.2049140021969
1855	717.33626726129
1856	717.431200320795
1857	717.508076821107
1858	717.6172209259109
1859	718.338716279977
1860	718.434539859812
1861	718.511421631443
1862	718.620472764106
1863	718.855294023761
1864	719.220714678744
1865	719.334292242498
1866	719.419727430791
1867	719.4755579290539
1868	719.507184292592
1869	719.5276516183791
1870	719.845692872956
1871	720.22435746891
1872	720.336746439496
1873	721.462446216073
1874	721.5076175608169
1875	721.50583404724
1876	721.530466464837
1877	721.5435616828239
1878	721.599333006631
1879	722.4660352607319
1880	722.5027103870151
1881	722.60278368504
1882	723.269808618607
1883	723.5034879675529
1884	723.5056730306441
1885	723.523128018036
1886	723.6147277108349
1887	723.6058667969
1888	723.6690745931501
1889	724.276990653884
1890	724.506580723557
1891	724.5183868518981
1892	724.618147109156
1893	724.873410477986
1894	724.8725714959061
1895	725.338996831942
1896	725.4387961923511
1897	725.4934831443089
1898	725.509279947666
1899	725.521380031902
1900	725.6212298182311
1901	725.6302813781821
1902	725.8765541406719
1903	726.4467885750549
1904	726.4969940381509
1905	726.53411148661
1906	726.625506715692
1907	726.869556435707
1908	727.336986627841
1909	727.406510314578
1910	727.4999612827839
1911	727.628741244068
1912	728.549705104242
1913	728.8496950200149
1914	729.492884203498
1915	729.5417687850639
1916	730.466979008146
1917	730.507408192702
1918	730.527578767187
1919	730.5513875419209
1920	731.401362549801
1921	731.4702835678689
1922	731.510203577268
1923	731.5307586569929
1924	732.4662055351661
1925	732.512514413662
1926	732.5227129937489
1927	733.387595646814
1928	733.40519822123
1929	733.508670451895
1930	733.525761462978
1931	733.5242209292171
1932	733.6368212988609
1933	734.3908541270239
1934	734.410834975665
1935	734.51101828254
1936	734.497964277527
1937	734.5280021753
1938	734.640233667652
1939	734.828659132968
1940	735.1944464069591
1941	735.477327485966
1942	735.5240106641319
1943	735.546213868683
1944	735.541882169384
1945	735.6144566641541
1946	735.6434140722121
1947	735.724048452562
1948	736.5265957941859
1949	736.5486091870689
1950	736.6180014664751
1951	736.727412186453
1952	737.419147458854
1953	737.4365073663271
1954	737.539683094391
1955	737.567971253196
1956	737.630239299066
1957	738.422684751784
1958	738.571367360327
1959	738.5895521138789
1960	738.672799275709
1961	738.8057587796201
1962	738.889114791987
1963	739.318524949648
1964	739.58280703389
1965	739.6014294491749
1966	739.592832163558
1967	740.428371138829
1968	740.4937078087489
1969	740.586680889939
1970	740.6049728740139
1971	740.846381179282
1972	741.1442074082221
1973	741.2341957822509
1974	741.425781972476
1975	741.4676446394881
1976	741.6080721853059
1977	741.617049268245
1978	742.428069856114
1979	742.472737217858
1980	742.610954815317
1981	743.355797532544
1982	743.599114625448
1983	744.581941423315
1984	745.354353077296
1985	745.457286637307
1986	746.459507646634
1987	747.251972622305
1988	747.365657649883
1989	747.477765944451
1990	748.255542237338
1991	748.52334904834
1992	749.418419768927
1993	749.4930419537201
1994	749.5208575577741
1995	749.6301590273309
1996	750.422120384434
1997	750.496266642034
1998	750.5226054879829
1999	750.539002699315
2000	750.633556046319
2001	751.463287758845
2002	751.508764624663
2003	751.5189128261881
2004	751.536432784743
2005	751.636672517123
2006	751.645764087975
2007	752.512336376875
2008	752.511772017524
2009	752.538387075655
2010	752.5546833514
2011	752.604761766185
2012	752.6491346364661
2013	753.3858646921581
2014	753.393394627083
2015	753.5151015232241
2016	753.5521273455589
2017	753.656895228396
2018	753.6521911799119
2019	753.837817602701
2020	754.389776349098
2021	754.554025512477
2022	755.145896392308
2023	755.38475970886
2024	755.45679810812
2025	756.387959107702
2026	757.16100380346
2027	757.3857646658521
2028	757.417355469536
2029	757.7059614420849
2030	758.421022970955
2031	758.439120807987
2032	758.7093638906559
2033	758.866746022276
2034	759.4158764956171
2035	759.402429846864
2036	759.436624887092
2037	759.546623214096
2038	759.6019475904901
2039	760.418841462063
2040	760.438815315234
2041	760.558345514415
2042	760.605196293664
2043	760.8537697474001
2044	761.2675823505589
2045	761.561485329378
2046	761.562395010306
2047	762.470516336205
2048	762.5649314465719
2049	763.2260327243511
2050	763.467939183886
2051	763.514456651776
2052	763.5773847981039
2053	763.603821534565
2054	763.612709677309
2055	764.4702106118739
2056	764.579836138166
2057	764.609317350539
2058	765.530526225406
2059	765.6068958194439
2060	766.609899055994
2061	767.482789215468
2062	767.6224289903121
2063	768.6254563612489
2064	768.6360633209401
2065	769.265357797512
2066	769.3597354255149
2067	769.6308422303861
2068	769.627587472477
2069	770.369584955403
2070	770.634307193388
2071	771.359494530107
2072	771.434089298108
2073	771.572473163653
2074	771.637477112466
2075	771.630082947146
2076	772.366747766398
2077	772.437631692229
2078	772.5759180436239
2079	773.5881333562919
2080	774.5915291943469
2081	775.28313424388
2082	775.5949041770401
2083	775.610906297028
2084	776.286774337756
2085	776.5180790992099
2086	776.614422626225
2087	776.598317030982
2088	777.451651054528
2089	777.5231164434321
2090	777.524264851595
2091	777.5152405097971
2092	777.6621001018649
2093	778.455116238044
2094	778.5177430893781
2095	778.527620309347
2096	778.533587465415
2097	778.665721408889
2098	779.4579086678721
2099	779.5307350025929
2100	779.5389265963969
2101	780.53317836091
2102	780.5429962586701
2103	780.549424855724
2104	781.5465052757061
2105	781.555898371258
2106	782.559314264281
2107	782.5490204852789
2108	783.5624046095829
2109	784.436045134337
2110	785.3244209140289
2111	785.418802053026
2112	785.604906378768
2113	786.42228593263
2114	786.613538765495
2115	787.2081897951739
2116	787.322663485204
2117	787.6164203914631
2118	787.833492923627
2119	788.467103671453
2120	789.449945413804
2121	789.6838573422721
2122	790.686815257101
2123	791.257255828609
2124	791.686473021991
2125	792.2635346025689
2126	792.6404783940179
2127	792.8609792397549
2128	793.36210340134
2129	793.425980749906
2130	793.4812874729739
2131	793.6375430399181
2132	793.863956154183
2133	794.431312396462
2134	794.4848394233659
2135	794.627536836265
2136	794.654657675942
2137	794.8528322824479
2138	795.349701964175
2139	795.6533906022929
2140	795.70486283163
2141	796.656450619382
2142	796.7080976361419
2143	796.837365076949
2144	797.5291667742309
2145	797.721159656176
2146	798.535985332034
2147	799.568289562536
2148	799.868465564965
2149	801.375417987467
2150	801.856622626176
2151	802.816895009317
2152	803.1815403808929
2153	803.464800340573
2154	803.514995199362
2155	805.4064517194521
2156	805.555568474946
2157	805.661434269709
2158	806.558983241633
2159	806.664831205308
2160	806.8766742583459
2161	807.5702442592641
2162	807.667302940971
2163	808.574333589236
2164	808.8336841944799
2165	809.4553497768151
2166	809.564971397126
2167	810.568528478396
2168	811.395263665623
2169	811.5653962079069
2170	811.6783767558529
2171	812.681820159978
2172	813.6849039880619
2173	814.68772453733
2174	815.2393584517309
2175	815.356992518615
2176	815.465671294496
2177	815.6233718489909
2178	817.355887151436
2179	817.48046388699
2180	819.496025305391
2181	819.593394078348
2182	819.704707951436
2183	820.499586763937
2184	820.596695964353
2185	821.373155404435
2186	821.634192834888
2187	821.6439588962421
2188	821.8257085579261
2189	822.376558649444
2190	822.637110012977
2191	823.133155095573
2192	823.371225930666
2193	823.635994481602
2194	824.13631868024
2195	824.373682376234
2196	825.148242063163
2197	825.404552087102
2198	825.693198481105
2199	826.407886720356
2200	826.6965473686071
2201	826.8544864161349
2202	827.356019710274
2203	827.402585424846
2204	827.5889861385859
2205	827.652273056354
2206	827.731978812577
2207	827.8555354307331
2208	828.405263625605
2209	828.517189190841
2210	828.655659135444
2211	828.7351943615539
2212	828.841897518457
2213	829.343662661539
2214	829.657935711053
2215	830.660636793637
2216	831.600265251801
2217	833.862376150248
2218	834.363711265714
2219	834.568281640528
2220	835.4699833825771
2221	835.6783751672591
2222	835.850092326673
2223	836.583574163814
2224	836.681904298326
2225	837.34736561138
2226	837.586938641841
2227	837.6180498795799
2228	837.690518890155
2229	838.5896946687469
2230	838.621580332112
2231	838.695478464694
2232	839.345966660267
2233	839.421126215617
2234	839.624561175466
2235	839.701771937647
2236	843.2702306201759
2237	843.5252303783619
2238	843.6053824174201
2239	843.617189975188
2240	843.672328399211
2241	843.704996819261
2242	844.2740545681869
2243	845.50985067297
2244	845.63277605761
2245	846.635945665802
2246	847.526160438495
2247	847.6485004896911
2248	849.543231770188
2249	850.5466223665289
2250	851.549785777859
2251	851.6524505161501
2252	852.655931141718
2253	853.592001722168
2254	853.6623353777451
2255	854.598037223949
2256	855.1955188548391
2257	855.82146624394
2258	857.6713318335741
2259	858.674187440992
2260	859.2442583986231
2261	859.677692875659
2262	859.7039746372659
2263	860.681528818884
2264	860.707563702935
2265	860.8484192703329
2266	861.3497808188299
2267	861.68435684696
2268	861.7106501950909
2269	861.851177278511
2270	862.687209815947
2271	862.839328550838
2272	863.337436397228
2273	863.687702637259
2274	864.707816015245
2275	864.8253658295489
2276	865.516392233091
2277	865.711635192307
2278	866.52259135694
2279	866.7132665055091
2280	867.4574906392011
2281	867.706132649971
2282	867.731275492453
2283	867.855911867254
2284	868.3576223433929
2285	868.708915905177
2286	868.7342991497391
2287	869.7125130458479
2288	869.734506323143
2289	869.8439298027839
2290	870.75382670942
2291	870.804618942795
2292	871.678655771668
2293	871.7397518163209
2294	871.739445075085
2295	871.7584292251539
2296	872.681997473265
2297	872.759868740991
2298	873.542801105853
2299	873.648079764944
2300	873.75309451026
2301	873.777224393193
2302	874.65153789662
2303	874.7559098875
2304	874.780060909435
2305	874.864008985052
2306	875.5573907001019
2307	875.759092533679
2308	875.7787581764129
2309	875.865491457735
2310	877.6617859723891
2311	877.711181747334
2312	877.725273759312
2313	878.665254441089
2314	878.7286989889709
2315	879.665929299291
2316	879.798159869178
2317	880.669247017124
2318	880.801487286476
2319	881.672173676092
2320	881.804466776304
2321	883.6109277267431
2322	883.666680681303
2323	883.678724275768
2324	883.7088753158099
2325	884.6821689885589
2326	884.7123025395621
2327	885.4677510031449
2328	885.6861017338251
2329	885.7147896185929
2330	886.690171626263
2331	887.483062363632
2332	887.631900396544
2333	887.709749463781
2334	888.4869742310491
2335	888.713350670583
2336	889.359372027424
2337	889.621327716163
2338	889.7257937691521
2339	889.7544659882691
2340	889.813334448542
2341	890.7292412134441
2342	890.757915095469
2343	891.120112381975
2344	891.3577193966141
2345	891.732634487217
2346	891.7294725260409
2347	892.638160683379
2348	892.735905947486
2349	892.733035354937
2350	893.135061836568
2351	893.390944264532
2352	893.6346706066969
2353	893.680288535685
2354	893.7388309544881
2355	893.7547857239521
2356	894.394028707866
2357	894.637689537256
2358	894.6837697819631
2359	894.759084636837
2360	894.84184845604
2361	895.343455899563
2362	895.637573077173
2363	895.718886787203
2364	895.739471503965
2365	895.771760133418
2366	895.84321238658
2367	896.742944016827
2368	896.775223852284
2369	896.829362469055
2370	897.3310562225951
2371	897.6469559404919
2372	897.75358367482
2373	897.754936698166
2374	897.778464946329
2375	898.684520154713
2376	898.7583600705659
2377	898.7578424047699
2378	898.781546921409
2379	899.587519796066
2380	899.65271849127
2381	899.6816483574651
2382	899.733010861552
2383	899.7690845162781
2384	899.7705188826151
2385	900.65612015032
2386	900.684627148401
2387	900.7734141392909
2388	900.7739409338631
2389	901.657555772466
2390	901.683723200072
2391	901.7804616447479
2392	901.784676670517
2393	901.786082878172
2394	901.849697687554
2395	902.3510986066921
2396	902.659000663709
2397	902.685682710549
2398	902.786044727218
2399	902.788833898398
2400	903.456709438225
2401	903.626854779613
2402	903.665818262367
2403	903.796046691696
2404	903.800190093704
2405	903.8373816205209
2406	904.6693122643
2407	905.605273642719
2408	905.6784035488361
2409	905.699668155707
2410	905.700305750861
2411	905.7273233317801
2412	906.60872770093
2413	906.703111276339
2414	906.703906733114
2415	906.7302064692419
2416	907.611833927836
2417	907.703950626834
2418	907.7012072659751
2419	907.715500619536
2420	907.723800964913
2421	907.7859538544569
2422	908.7051570352111
2423	908.7025909275791
2424	908.719403901965
2425	908.789284001752
2426	908.856757363442
2427	909.7189608167402
2428	909.717754731373
2429	910.7214069243199
2430	911.257604770234
2431	911.512450078388
2432	911.6805372840302
2433	911.745528861945
2434	912.748978027104
2435	913.498904169202
2436	913.582786212487
2437	913.7498035235719
2438	913.832115723226
2439	914.750591244344
2440	914.8354727398939
2441	915.598586855762
2442	915.628167384999
2443	915.7292235088499
2444	915.766202320791
2445	916.6019447790599
2446	916.631378086067
2447	916.73271554188
2448	916.768563231895
2449	917.5303724223751
2450	917.735779082731
2451	917.744727731745
2452	917.7553446047699
2453	918.533744528477
2454	918.7482457975971
2455	919.6410442861489
2456	919.751251589348
2457	919.760107284836
2458	919.769677303602
2459	920.763762441653
2460	921.5792908780479
2461	921.673154279113
2462	921.786265901514
2463	922.5848741256401
2464	922.789925989119
2465	923.733279170554
2466	923.7544035134
2467	923.8091861654199
2468	924.736811037717
2469	924.7576452815449
2470	925.658673347995
2471	925.739731300132
2472	925.7485790087829
2473	926.751901519627
2474	927.763819327144
2475	927.7550083429629
2476	928.7672149711279
2477	928.8356398777839
2478	929.3369938748191
2479	929.671555971863
2480	929.70010944075
2481	929.779222352748
2482	929.805715649039
2483	929.8382354524459
2484	930.6745249881441
2485	930.703674775915
2486	930.8263947124409
2487	931.324657336875
2488	931.6581905192821
2489	931.701214777209
2490	931.715183931986
2491	932.661110989937
2492	932.7026707486909
2493	932.719186441825
2494	932.813008259512
2495	933.5036191618469
2496	933.720296187608
2497	933.7295178818559
2498	933.8132035322801
2499	934.262659429382
2500	934.50931667762
2501	934.734677264037
2502	935.718233761105
2503	935.736485191445
2504	935.8431413808161
2505	936.34463127212
2506	937.33080655929
2507	937.8310537167171
2508	938.708950995846
2509	939.728977187843
2510	939.746844374317
2511	940.723565093105
2512	940.732404912653
2513	940.752657363073
2514	941.530468196241
2515	941.6768617790269
2516	941.727433988544
2517	941.7444814832719
2518	941.735565661514
2519	941.764125809006
2520	941.760683220125
2521	941.7623138417599
2522	942.680517467363
2523	942.748000521345
2524	942.767025608872
2525	942.7681613621891
2526	942.851124726015
2527	943.544253908727
2528	943.675898564106
2529	943.69842024231
2530	943.7511430134771
2531	943.759999426985
2532	943.776220224732
2533	943.777727157834
2534	943.8518218603709
2535	944.678004090688
2536	944.701962833678
2537	944.7634926216319
2538	944.7809660831149
2539	944.7842921285809
2540	945.648969418496
2541	945.7119815522619
2542	945.712376664191
2543	945.766727481143
2544	945.775445169526
2545	945.7918451947121
2546	946.652512724765
2547	946.716270035813
2548	946.779104975262
2549	947.653264113971
2550	947.6528459926731
2551	947.785341335706
2552	947.7821341082989
2553	947.802164870222
2554	948.65652372518
2555	948.653187251558
2556	949.6713067222801
2557	949.816091145242
2558	950.674584053344
2559	951.5748454565759
2560	951.677429367869
2561	951.666125968261
2562	951.705476713889
2563	951.695507199739
2564	952.578063441672
2565	952.669498122401
2566	952.680066526827
2567	952.708971634147
2568	953.6748945942301
2569	953.706183954976
2570	953.7209239434289
2571	954.703814717607
2572	954.7242426964881
2573	955.469999141461
2574	955.7075771568401
2575	955.736619229318
2576	956.71901849328
2577	956.739850554933
2578	957.722544427359
2579	957.713009288666
2580	957.735034751405
2581	957.7410211905001
2582	958.716533758436
2583	958.734780444851
2584	958.744771130654
2585	959.1067227271781
2586	959.6604216591769
2587	959.7205706347889
2588	959.7377706567211
2589	960.662470519341
2590	960.7502143095801
2591	960.7406747571049
2592	961.121809870141
2593	961.604283321584
2594	961.620901866553
2595	961.6673912795579
2596	962.6075366843801
2597	962.6707327764971
2598	962.828961093936
2599	963.330568882301
2600	963.610630880632
2601	963.75899377033
2602	963.8299838020951
2603	964.5971022035229
2604	964.762540784487
2605	964.8164984341721
2606	965.318273630508
2607	965.596530915165
2608	965.6768393636689
2609	965.707290981369
2610	965.765595513988
2611	966.597310792583
2612	966.6613587039169
2613	966.680044981186
2614	967.5746879454119
2615	967.640039820093
2616	967.675987329108
2617	967.692227261509
2618	967.6913062254171
2619	968.645314214846
2620	968.678269519756
2621	968.6956638473661
2622	969.6768737052749
2623	969.693653378797
2624	969.7077778280141
2625	969.836784432299
2626	970.3381463085719
2627	970.6777284363429
2628	970.694632713266
2629	970.711177321547
2630	971.694383425428
2631	971.723115587061
2632	971.708760745798
2633	971.7905286923469
2634	971.8243517806261
2635	972.6442615479041
2636	972.7265449894251
2637	972.710654117018
2638	972.794010663051
2639	973.592315944216
2640	973.6865753277671
2641	973.7087610689971
2642	973.7255629251781
2643	974.595864796997
2644	974.6919242452991
2645	974.712143272807
2646	974.726183074047
2647	975.68335167858
2648	975.705656186848
2649	975.7152020252851
2650	976.686461254622
2651	976.709109378602
2652	976.843851889269
2653	977.7065260199789
2654	977.721009540729
2655	978.593789549215
2656	978.7079229670551
2657	978.7244728559481
2658	979.7103607215109
2659	979.7219253748891
2660	979.732718328767
2661	979.736301691337
2662	979.8649866437199
2663	980.7233556493559
2664	980.738189627112
2665	980.7395676261839
2666	980.868355403234
2667	981.725769604922
2668	981.739932967659
2669	981.751684780657
2670	981.818878109358
2671	982.739358864077
2672	982.7553014236839
2673	983.6648525172051
2674	983.6804730568319
2675	983.7367071776911
2676	983.752749681718
2677	983.766908229657
2678	984.6821110687371
2679	984.739815215949
2680	984.7543937115289
2681	984.7547716832111
2682	984.770368305987
2683	985.517371682833
2684	985.7421300695621
2685	985.752265783402
2686	986.520969656227
2687	986.755431354321
2688	987.620141865492
2689	987.757908879746
2690	987.767928711299
2691	988.6834591776241
2692	988.770927882809
2693	989.566585032798
2694	989.628031586283
2695	989.687155866573
2696	989.682716595516
2697	989.7277876144369
2698	989.7739091490621
2699	990.571795004828
2700	990.6986635429511
2701	990.6841188538721
2702	990.686083139284
2703	990.729650433596
2704	990.777814225244
2705	991.678846481338
2706	991.6856740358099
2707	991.6874298646429
2708	991.7024378088021
2709	992.678969010976
2710	992.695467872272
2711	992.7142306605909
2712	993.699037157728
2713	993.718065929637
2714	994.696470640406
2715	994.711033670954
2716	995.697833161192
2717	995.714365200672
2718	996.71197608224
2719	996.7264208142099
2720	996.8226173035499
2721	997.324000847124
2722	997.713231792289
2723	997.729823501398
2724	997.824942984832
2725	998.7274878602199
2726	998.7417780704849
2727	998.8130483002969
2728	999.311882626199
2729	999.7288469238721
2730	999.745202128384
2731	999.8215284789819
2732	1000.7267266079901
2733	1000.7431634990199
2734	1000.80021701331
2735	1001.4909334273
2736	1001.7295233864199
2737	1001.74450168032
2738	1001.80076316358
2739	1003.8299385878199
2740	1003.86428500291
2741	1004.33170025011
2742	1004.86776761194
2743	1005.8179101885801
2744	1005.87820660821
2745	1006.88203423566
2746	1010.83799310351
2747	1011.8378982467801
2748	1011.89518929252
2749	1014.80271319446
2750	1015.6407346422801
2751	1015.7892706582401
2752	1016.6438915033999
2753	1017.80300325289
2754	1019.6528744377301
2755	1019.71004752086
2756	1019.71400654488
2757	1020.65638683672
2758	1020.71327091635
2759	1020.71644918444
2760	1021.7141441191199
2761	1021.72910577009
2762	1022.7317382587801
2763	1023.7295010385001
2764	1023.7447132043
2765	1024.74685092871
2766	1025.69968448448
2767	1026.70332226483
2768	1027.0933610478698
2769	1027.74459857821
2770	1029.10843845602
2771	1029.6544459685401
2772	1030.81575505565
2773	1031.3174188105802
2774	1031.74615346986
2775	1031.8155032308
2776	1032.74958809742
2777	1032.8034679545801
2778	1033.30521124935
2779	1033.75312449017
2780	1035.67817962049
2781	1035.70481489952
2782	1036.7046078374099
2783	1037.82350224583
2784	1038.3251105777001
2785	1039.5913320634
2786	1039.81109938759
2787	1040.5948191517
2788	1041.57952511443
2789	1041.58981647817
2790	1041.6739241258301
2791	1041.69577813971
2792	1042.58301685376
2793	1042.59222032348
2794	1042.69923255556
2795	1043.58876260884
2796	1043.70199721179
2797	1044.59008379218
2798	1044.83011690771
2799	1045.63819191999
2800	1047.63693627961
2801	1047.71989775759
2802	1047.85202558806
2803	1048.85552041895
2804	1051.54607921205
2805	1051.65229795104
2806	1053.50425944437
2807	1057.55383251036
2808	1057.67002020106
