,adduct,lm_id
1787,M+NH4,LMGP02010637
1787,M+NH4,LMGP02010483
1787,M+NH4,LMGP02010595
1787,M+NH4,LMGP02010433
1787,M+NH4,LMGP02010871
1787,M+NH4,LMGP02010566
1787,M+NH4,LMGP02011246
1787,M+NH4,LMGP02010457
1788,M+NH4,
1789,M+NH4,LMGP04010366
1789,M+NH4,LMGP04010055
1789,M+NH4,LMGP04010054
1789,M+NH4,LMGP04010397
1790,M+NH4,
1791,M+NH4,LMGP10010194
1791,M+NH4,LMGP10010178
1791,M+NH4,LMGP10010149
1791,M+NH4,LMGP10010087
1791,M+NH4,LMGP10010256
1791,M+NH4,LMGP10010131
1791,M+NH4,LMGP10010212
1791,M+NH4,LMGP10010311
1791,M+NH4,LMGP10010325
1791,M+NH4,LMGP10010456
1791,M+NH4,LMGP10010484
1791,M+NH4,LMGP10010511
1791,M+NH4,LMGP10010530
1791,M+NH4,LMGP10010676
1791,M+NH4,LMGP10010894
1791,M+NH4,LMGP10010725
1792,M+NH4,LMSP03020077
1793,M+NH4,
1794,M+NH4,
1795,M+NH4,LMGP03010278
1795,M+NH4,LMGP03010164
1795,M+NH4,LMGP03010113
1795,M+NH4,LMGP03010052
1796,M+NH4,
1797,M+NH4,LMGP01011343
1797,M+NH4,LMGP02010456
1797,M+NH4,LMGP02010541
1797,M+NH4,LMGP01011474
1797,M+NH4,LMGP02011228
1797,M+NH4,LMGP02011199
1797,M+NH4,LMGP02010565
1797,M+NH4,LMGP01011382
1797,M+NH4,LMGP02010841
1797,M+NH4,LMGP01011433
1797,M+NH4,LMGP01011411
1797,M+NH4,LMGP02011247
1797,M+NH4,LMGP02010372
1797,M+NH4,LMGP02010520
1797,M+NH4,LMGP01011321
1797,M+NH4,LMGP01011365
1797,M+NH4,LMGP02010395
1797,M+NH4,LMGP01010735
1797,M+NH4,LMGP02010432
1797,M+NH4,LMGP02010622
1797,M+NH4,LMGP01011521
1797,M+NH4,LMGP02010482
1797,M+NH4,LMGP02010794
1798,M+NH4,
1799,M+NH4,LMGP10010819
1799,M+NH4,LMGP10010408
1799,M+NH4,LMGP10010136
1799,M+NH4,LMGP10010380
1799,M+NH4,LMGP10010438
1799,M+NH4,LMGP10010437
1800,M+NH4,LMGP04030006
1801,M+NH4,
1802,M+NH4,LMGP10010848
1802,M+NH4,LMGP10010510
1802,M+NH4,LMGP10010103
1802,M+NH4,LMGP10010895
1802,M+NH4,LMGP10010148
1802,M+NH4,LMGP10010310
1802,M+NH4,LMGP10010086
1802,M+NH4,LMGP10010852
1802,M+NH4,LMGP10010974
1802,M+NH4,LMGP10010955
1803,M+NH4,
1804,M+NH4,
1805,M+NH4,
1806,M+NH4,LMGP03020004
1806,M+NH4,LMGP03030028
1806,M+NH4,LMGP03030003
1807,M+NH4,
1808,M+NH4,
1809,M+NH4,
1810,M+NH4,
1811,M+NH4,LMGP01011035
1811,M+NH4,LMGP01011462
1811,M+NH4,LMGP02010037
1811,M+NH4,LMGP01010968
1811,M+NH4,LMGP02011187
1811,M+NH4,LMGP01011246
1811,M+NH4,LMGP01011342
1811,M+NH4,LMGP01011498
1811,M+NH4,LMGP01011264
1811,M+NH4,LMGP02011259
1811,M+NH4,LMGP02011254
1811,M+NH4,LMGP02011248
1811,M+NH4,LMGP02011234
1811,M+NH4,LMGP02011182
1811,M+NH4,LMGP01010394
1811,M+NH4,LMGP02011214
1811,M+NH4,LMGP02011206
1811,M+NH4,LMGP01011320
1811,M+NH4,LMGP01010479
1811,M+NH4,LMGP01011410
1812,M+NH4,
1813,M+NH4,LMGP04010074
1813,M+NH4,LMGP04010322
1813,M+NH4,LMGP04010114
1813,M+NH4,LMGP04010930
1813,M+NH4,LMGP04010142
1813,M+NH4,LMGP04010165
1813,M+NH4,LMGP04010249
1813,M+NH4,LMGP04010941
1813,M+NH4,LMGP04010203
1813,M+NH4,LMGP04010193
1814,M+NH4,
1815,M+NH4,LMGP04030005
1815,M+NH4,LMGP04020006
1815,M+NH4,LMGP04030029
1816,M+NH4,LMGP04030005
1816,M+NH4,LMGP04020006
1816,M+NH4,LMGP04030029
1817,M+NH4,
1818,M+NH4,
1819,M+NH4,LMGL03013208
1819,M+NH4,LMGL03012692
1819,M+NH4,LMGL03013180
1819,M+NH4,LMGL03012633
1820,M+NH4,
1821,M+NH4,
1822,M+NH4,
1823,M+NH4,LMGP03010140
1823,M+NH4,LMGP03010226
1823,M+NH4,LMGP03010192
1823,M+NH4,LMGP03010930
1823,M+NH4,LMGP03010050
1823,M+NH4,LMGP03010072
1824,M+NH4,
1825,M+NH4,
1826,M+NH4,
1827,M+NH4,
1828,M+NH4,
1829,M+NH4,LMFA13020002
1829,M+NH4,LMGP10010135
1829,M+NH4,LMGP10010624
1829,M+NH4,LMGP10010653
1829,M+NH4,LMGP10010350
1829,M+NH4,LMGP10010349
1829,M+NH4,LMGP10010377
1829,M+NH4,LMGP10010329
1829,M+NH4,LMGP10010406
1829,M+NH4,LMGP10010904
1829,M+NH4,LMGP10010900
1829,M+NH4,LMGP10010435
1829,M+NH4,LMGP10010789
1830,M+NH4,LMPK01000059
1830,M+NH4,LMGP04020019
1830,M+NH4,LMGP04020005
1831,M+NH4,LMPK01000059
1831,M+NH4,LMGP04020019
1831,M+NH4,LMGP04020005
1832,M+NH4,
1833,M+NH4,
1834,M+NH4,
1835,M+NH4,
1836,M+NH4,
1837,M+NH4,LMGP02010743
1837,M+NH4,LMGP02010400
1837,M+NH4,LMGP02010490
1837,M+NH4,LMGP02010963
1838,M+NH4,
1839,M+NH4,
1840,M+NH4,
1841,M+NH4,
1842,M+NH4,
1843,M+NH4,
1844,M+NH4,
1845,M+NH4,
1846,M+NH4,
1847,M+NH4,
1848,M+NH4,
1849,M+NH4,
1850,M+NH4,LMSP0501AA55
1850,M+NH4,LMSP0501AA61
1850,M+NH4,LMSP0501AC18
1850,M+NH4,LMSP0501AA33
1851,M+NH4,
1852,M+NH4,
1853,M+NH4,
1854,M+NH4,LMPK12010410
1855,M+NH4,
1856,M+NH4,
1857,M+NH4,
1858,M+NH4,
1859,M+NH4,
1860,M+NH4,
1861,M+NH4,
1862,M+NH4,LMGL00000123
1863,M+NH4,
1864,M+NH4,
1865,M+NH4,
1866,M+NH4,
1867,M+NH4,
1868,M+NH4,
1869,M+NH4,LMGP02011232
1869,M+NH4,LMGP02010597
1869,M+NH4,LMGP02010568
1869,M+NH4,LMGP01011323
1869,M+NH4,LMGP02010796
1869,M+NH4,LMGP02010522
1869,M+NH4,LMGP01011552
1869,M+NH4,LMGP01011614
1869,M+NH4,LMGP01011436
1869,M+NH4,LMGP02010439
1869,M+NH4,LMGP02010872
1869,M+NH4,LMGP01011385
1869,M+NH4,LMGP01011345
1869,M+NH4,LMGP02010508
1869,M+NH4,LMGP02010397
1869,M+NH4,LMGP02010639
1869,M+NH4,LMGP01011476
1869,M+NH4,LMGP02010657
1869,M+NH4,LMGP02010486
1870,M+NH4,
1871,M+NH4,
1872,M+NH4,
1873,M+NH4,
1874,M+NH4,LMGP03030006
1875,M+NH4,LMGP03030006
1876,M+NH4,
1877,M+NH4,LMGP01011435
1877,M+NH4,LMGP01010440
1877,M+NH4,LMGP01011384
1877,M+NH4,LMGP01011344
1877,M+NH4,LMGP02010769
1877,M+NH4,LMGP02010458
1877,M+NH4,LMGP02010485
1877,M+NH4,LMGP01011595
1877,M+NH4,LMGP02010438
1877,M+NH4,LMGP02010414
1877,M+NH4,LMGP01010485
1877,M+NH4,LMGP02010638
1877,M+NH4,LMGP02010567
1877,M+NH4,LMGP01011475
1877,M+NH4,LMGP02010396
1877,M+NH4,LMGP02010624
1877,M+NH4,LMGP01011412
1877,M+NH4,LMGP02011226
1877,M+NH4,LMGP02010842
1877,M+NH4,LMGP02010795
1877,M+NH4,LMGP02010521
1877,M+NH4,LMGP02010543
1877,M+NH4,LMGP01011463
1877,M+NH4,LMGP01011522
1878,M+NH4,LMFA13010062
1879,M+NH4,
1880,M+NH4,LMGP04010206
1880,M+NH4,LMGP04010117
1880,M+NH4,LMGP04010078
1880,M+NH4,LMGP04010280
1880,M+NH4,LMGP04010168
1880,M+NH4,LMGP04010251
1880,M+NH4,LMGP04010341
1880,M+NH4,LMGP04010098
1881,M+NH4,LMGP10020015
1881,M+NH4,LMGP10020033
1881,M+NH4,LMGP10020049
1881,M+NH4,LMST01020029
1882,M+NH4,
1883,M+NH4,
1884,M+NH4,
1885,M+NH4,LMGP03030029
1885,M+NH4,LMGP03020006
1885,M+NH4,LMGP03030005
1886,M+NH4,
1887,M+NH4,LMGP02020063
1887,M+NH4,LMGP02020094
1887,M+NH4,LMGP01020180
1887,M+NH4,LMGP01020194
1887,M+NH4,LMGP02020101
1888,M+NH4,
1889,M+NH4,
1890,M+NH4,LMGP04010007
1890,M+NH4,LMGP04010058
1890,M+NH4,LMGP04010077
1890,M+NH4,LMGP04010250
1890,M+NH4,LMGP04010167
1890,M+NH4,LMGP04010097
1890,M+NH4,LMGP04010480
1890,M+NH4,LMGP04010194
1890,M+NH4,LMGP04010917
1890,M+NH4,LMGP04010116
1890,M+NH4,LMGP04010323
1890,M+NH4,LMGP04010205
1891,M+NH4,LMGP04010007
1891,M+NH4,LMGP04010058
1891,M+NH4,LMGP04010077
1891,M+NH4,LMGP04010250
1891,M+NH4,LMGP04010167
1891,M+NH4,LMGP04010097
1891,M+NH4,LMGP04010480
1891,M+NH4,LMGP04010194
1891,M+NH4,LMGP04010917
1891,M+NH4,LMGP04010116
1891,M+NH4,LMGP04010323
1891,M+NH4,LMGP04010205
1892,M+NH4,
1893,M+NH4,
1894,M+NH4,
1895,M+NH4,
1896,M+NH4,
1897,M+NH4,LMGP02011132
1897,M+NH4,LMGP02010445
1897,M+NH4,LMGP02011257
1897,M+NH4,LMGP02010965
1898,M+NH4,LMGP03010983
1898,M+NH4,LMGP03010982
1898,M+NH4,LMGP03010970
1898,M+NH4,LMGP03010889
1898,M+NH4,LMGP03010941
1898,M+NH4,LMGP03010897
1898,M+NH4,LMGP03010935
1899,M+NH4,
1900,M+NH4,
1901,M+NH4,
1902,M+NH4,
1903,M+NH4,
1904,M+NH4,
1905,M+NH4,LMGP04010918
1905,M+NH4,LMGP04010096
1905,M+NH4,LMGP04010308
1905,M+NH4,LMGP04010057
1905,M+NH4,LMGP04010076
1905,M+NH4,LMGP04010873
1905,M+NH4,LMGP04010227
1905,M+NH4,LMGP04010911
1906,M+NH4,
1907,M+NH4,
1908,M+NH4,
1909,M+NH4,
1910,M+NH4,LMGP02011241
1910,M+NH4,LMGP02011218
1910,M+NH4,LMGP02010745
1910,M+NH4,LMGP02010444
1910,M+NH4,LMGP02010936
1910,M+NH4,LMGP02010964
1911,M+NH4,
1912,M+NH4,
1913,M+NH4,
1914,M+NH4,
1915,M+NH4,
1916,M+NH4,LMGP04010648
1916,M+NH4,LMGP04010428
1916,M+NH4,LMGP04010063
1916,M+NH4,LMGP04010124
1917,M+NH4,LMPR01070058
1917,M+NH4,LMPR01070166
1918,M+NH4,
1919,M+NH4,
1920,M+NH4,
1921,M+NH4,
1922,M+NH4,
1923,M+NH4,LMGP01011350
1923,M+NH4,LMGP02010041
1923,M+NH4,LMGP02011224
1923,M+NH4,LMGP02011219
1923,M+NH4,LMGP01011349
1923,M+NH4,LMGP01011554
1923,M+NH4,LMGP01011388
1923,M+NH4,LMGP02010417
1923,M+NH4,LMGP02010685
1923,M+NH4,LMGP02010904
1923,M+NH4,LMGP02010047
1923,M+NH4,LMGP01011641
1923,M+NH4,LMGP02010442
1923,M+NH4,LMGP02010600
1923,M+NH4,LMGP02010874
1923,M+NH4,LMGP02010570
1923,M+NH4,LMGP01011672
1923,M+NH4,LMGP02010659
1924,M+NH4,LMGP10010662
1924,M+NH4,LMGP10010447
1925,M+NH4,
1926,M+NH4,
1927,M+NH4,
1928,M+NH4,
1929,M+NH4,
1930,M+NH4,
1931,M+NH4,
1932,M+NH4,
1933,M+NH4,
1934,M+NH4,
1935,M+NH4,
1936,M+NH4,LMGP04010589
1936,M+NH4,LMGP04010368
1936,M+NH4,LMGP04010171
1936,M+NH4,LMGP04010927
1936,M+NH4,LMGP04010061
1936,M+NH4,LMGP04010099
1936,M+NH4,LMGP04010343
1936,M+NH4,LMGP04010121
1936,M+NH4,LMGP04010283
1936,M+NH4,LMGP04010399
1937,M+NH4,LMGP04030011
1938,M+NH4,
1939,M+NH4,
1940,M+NH4,
1941,M+NH4,
1942,M+NH4,LMGP03030008
1942,M+NH4,LMGP03030031
1943,M+NH4,
1944,M+NH4,
1945,M+NH4,
1946,M+NH4,
1947,M+NH4,
1948,M+NH4,
1949,M+NH4,LMGP04020009
1949,M+NH4,LMGP04030010
1949,M+NH4,LMGP04030033
1950,M+NH4,LMGP10020088
1950,M+NH4,LMGP10020091
1950,M+NH4,LMGP10020052
1951,M+NH4,
1952,M+NH4,
1953,M+NH4,
1954,M+NH4,LMGP03020021
1954,M+NH4,LMGP03030030
1954,M+NH4,LMGP03020007
1954,M+NH4,LMGP03030056
1954,M+NH4,LMGP03030007
1955,M+NH4,
1956,M+NH4,
1957,M+NH4,
1958,M+NH4,LMGP04030057
1958,M+NH4,LMGP04030009
1958,M+NH4,LMGP04030032
1958,M+NH4,LMGP04020008
1958,M+NH4,LMGP04020023
1959,M+NH4,
1960,M+NH4,
1961,M+NH4,
1962,M+NH4,
1963,M+NH4,
1964,M+NH4,
1965,M+NH4,
1966,M+NH4,
1967,M+NH4,
1968,M+NH4,
1969,M+NH4,LMGP04020081
1969,M+NH4,LMGP04020042
1969,M+NH4,LMGP04020022
1969,M+NH4,LMPK01000060
1970,M+NH4,
1971,M+NH4,
1972,M+NH4,
1973,M+NH4,
1974,M+NH4,
1975,M+NH4,
1976,M+NH4,
1977,M+NH4,
1978,M+NH4,
1979,M+NH4,LMST03020670
1980,M+NH4,
1981,M+NH4,
1982,M+NH4,LMGP01040094
1983,M+NH4,
1984,M+NH4,
1985,M+NH4,
1986,M+NH4,
1987,M+NH4,
1988,M+NH4,
1989,M+NH4,LMST03020542
1989,M+NH4,LMST03020541
1990,M+NH4,
1991,M+NH4,
1992,M+NH4,
1993,M+NH4,LMGP02010754
1994,M+NH4,
1995,M+NH4,
1996,M+NH4,
1997,M+NH4,
1998,M+NH4,LMGP04010084
1998,M+NH4,LMGP04010326
1998,M+NH4,LMGP04010344
1998,M+NH4,LMGP04010126
1998,M+NH4,LMGP04010914
1998,M+NH4,LMGP04010255
1998,M+NH4,LMGP04010209
1998,M+NH4,LMGP04010559
1998,M+NH4,LMGP04010284
1998,M+NH4,LMGP04010483
1998,M+NH4,LMGP04010195
1998,M+NH4,LMGP04010173
1999,M+NH4,LMGP10030090
2000,M+NH4,LMGP10020058
2000,M+NH4,LMGP10020038
2001,M+NH4,
2002,M+NH4,LMGP02010723
2002,M+NH4,LMGP02011135
2002,M+NH4,LMGP02010752
2002,M+NH4,LMGP02010753
2002,M+NH4,LMGP02010451
2002,M+NH4,LMGP02010695
2003,M+NH4,LMGP03010309
2003,M+NH4,LMGP03010228
2003,M+NH4,LMGP03010082
2003,M+NH4,LMGP03010207
2003,M+NH4,LMGP03010119
2003,M+NH4,LMGP03010143
2003,M+NH4,LMGP03010252
2003,M+NH4,LMGP03010882
2003,M+NH4,LMGP03010977
2003,M+NH4,LMGP03010909
2003,M+NH4,LMGP03010528
2003,M+NH4,LMGP03010481
2003,M+NH4,LMGP03010169
2003,M+NH4,LMGP03010059
2004,M+NH4,
2005,M+NH4,LMGP02020009
2005,M+NH4,LMGP01020197
2005,M+NH4,LMGP01020217
2005,M+NH4,LMGP01020031
2005,M+NH4,LMGP02020091
2005,M+NH4,LMGP02020011
2006,M+NH4,
2007,M+NH4,
2008,M+NH4,
2009,M+NH4,LMGP04010482
2009,M+NH4,LMGP04010311
2009,M+NH4,LMGP04010325
2009,M+NH4,LMGP04010101
2009,M+NH4,LMGP04010456
2009,M+NH4,LMGP04010125
2009,M+NH4,LMGP04010172
2009,M+NH4,LMGP04010208
2009,M+NH4,LMGP04010083
2009,M+NH4,LMGP04010908
2009,M+NH4,LMGP04010145
2009,M+NH4,LMGP04010529
2009,M+NH4,LMGP04010254
2009,M+NH4,LMGP04010230
2010,M+NH4,LMGP10030080
2010,M+NH4,LMGP10020085
2011,M+NH4,
2012,M+NH4,
2013,M+NH4,
2014,M+NH4,
2015,M+NH4,LMGP02011239
2015,M+NH4,LMGP02011189
2015,M+NH4,LMGP02010722
2015,M+NH4,LMGP02010751
2015,M+NH4,LMGP02010693
2015,M+NH4,LMGP02010694
2015,M+NH4,LMGP02011134
2015,M+NH4,LMGP02010666
2015,M+NH4,LMGP02010533
2015,M+NH4,LMGP02010969
2016,M+NH4,
2017,M+NH4,
2018,M+NH4,
2019,M+NH4,
2020,M+NH4,
2021,M+NH4,LMSP01080054
2021,M+NH4,LMGP04010934
2021,M+NH4,LMGP04010310
2021,M+NH4,LMGP04010064
2021,M+NH4,LMGP04010866
2021,M+NH4,LMGP04010229
2021,M+NH4,LMGP04010909
2021,M+NH4,LMGP04010871
2021,M+NH4,LMGP04010100
2021,M+NH4,LMGP04010915
2021,M+NH4,LMGP04010855
2022,M+NH4,
2023,M+NH4,
2024,M+NH4,
2025,M+NH4,
2026,M+NH4,
2027,M+NH4,
2028,M+NH4,
2029,M+NH4,
2030,M+NH4,
2031,M+NH4,
2032,M+NH4,
2033,M+NH4,
2034,M+NH4,
2035,M+NH4,
2036,M+NH4,
2037,M+NH4,
2038,M+NH4,LMGP01090021
2038,M+NH4,LMGP01090011
2038,M+NH4,LMGP01030135
2038,M+NH4,LMGP01030145
2038,M+NH4,LMGP01020042
2038,M+NH4,LMGP01020041
2038,M+NH4,LMGP02030072
2038,M+NH4,LMGP01020257
2038,M+NH4,LMGP01090010
2038,M+NH4,LMGP01030008
2038,M+NH4,LMSP0501AA67
2038,M+NH4,LMSP0501AA79
2038,M+NH4,LMSP06030001
2038,M+NH4,LMSP0501AA72
2039,M+NH4,
2040,M+NH4,
2041,M+NH4,
2042,M+NH4,
2043,M+NH4,
2044,M+NH4,
2045,M+NH4,
2046,M+NH4,
2047,M+NH4,
2048,M+NH4,LMGP04030038
2049,M+NH4,
2050,M+NH4,
2051,M+NH4,
2052,M+NH4,
2053,M+NH4,
2054,M+NH4,
2055,M+NH4,
2056,M+NH4,LMGP04030017
2056,M+NH4,LMGP04020026
2056,M+NH4,LMGP04030037
2056,M+NH4,LMGP04030061
2057,M+NH4,LMGP10010242
2057,M+NH4,LMGP10010518
2057,M+NH4,LMGP10010466
2057,M+NH4,LMGP10010851
2057,M+NH4,LMGP10010706
2057,M+NH4,LMGP10010317
2058,M+NH4,
2059,M+NH4,LMGP01010539
2059,M+NH4,LMGP01011334
2059,M+NH4,LMGP01010465
2059,M+NH4,LMGP02011179
2059,M+NH4,LMGP02010772
2059,M+NH4,LMGP01010569
2059,M+NH4,LMGP01011501
2059,M+NH4,LMGP02011163
2059,M+NH4,LMGP02010097
2059,M+NH4,LMGP02011240
2059,M+NH4,LMGP02010270
2059,M+NH4,LMGP01011081
2059,M+NH4,LMGP01011063
2059,M+NH4,LMGP02010992
2059,M+NH4,LMGP01010999
2059,M+NH4,LMGP01010419
2059,M+NH4,LMGP01011583
2059,M+NH4,LMGP02010550
2059,M+NH4,LMGP01011370
2059,M+NH4,LMGP01010399
2059,M+NH4,LMGP01010971
2059,M+NH4,LMGP02011230
2060,M+NH4,
2061,M+NH4,
2062,M+NH4,
2063,M+NH4,
2064,M+NH4,
2065,M+NH4,
2066,M+NH4,
2067,M+NH4,LMSP0501AC20
2067,M+NH4,LMSP0501AA35
2068,M+NH4,LMSP0501AC20
2068,M+NH4,LMSP0501AA35
2069,M+NH4,
2070,M+NH4,
2071,M+NH4,
2072,M+NH4,
2073,M+NH4,
2074,M+NH4,LMGP01040092
2075,M+NH4,LMGP01040092
2076,M+NH4,
2077,M+NH4,
2078,M+NH4,
2079,M+NH4,
2080,M+NH4,
2081,M+NH4,
2082,M+NH4,LMGP02010850
2082,M+NH4,LMGP02010471
2082,M+NH4,LMGP01011761
2082,M+NH4,LMGP01010932
2082,M+NH4,LMGP01012035
2082,M+NH4,LMGP02010338
2082,M+NH4,LMGP02010501
2082,M+NH4,LMGP01010920
2082,M+NH4,LMGP02010776
2082,M+NH4,LMGP01011837
2082,M+NH4,LMGP01010926
2082,M+NH4,LMGP02010331
2082,M+NH4,LMGP01011449
2082,M+NH4,LMGP01011336
2082,M+NH4,LMGP01012147
2082,M+NH4,LMGP02010580
2082,M+NH4,LMGP01010594
2082,M+NH4,LMGP01010587
2082,M+NH4,LMGP01011398
2082,M+NH4,LMGP01010678
2082,M+NH4,LMGP01010588
2082,M+NH4,LMGP01011808
2082,M+NH4,LMGP01010589
2082,M+NH4,LMGP01010590
2082,M+NH4,LMGP01010591
2082,M+NH4,LMGP02010805
2082,M+NH4,LMGP02011075
2082,M+NH4,LMGP01010592
2082,M+NH4,LMGP02011045
2082,M+NH4,LMGP01011559
2082,M+NH4,LMGP02010667
2082,M+NH4,LMGP02010879
2082,M+NH4,LMGP02010609
2082,M+NH4,LMGP01010728
2082,M+NH4,LMGP01010586
2082,M+NH4,LMGP02010830
2082,M+NH4,LMGP01010887
2082,M+NH4,LMGP01010727
2082,M+NH4,LMGP01010688
2082,M+NH4,LMGP02010646
2082,M+NH4,LMGP01010585
2082,M+NH4,LMGP01011373
2082,M+NH4,LMGP01011504
2082,M+NH4,LMGP01010745
2082,M+NH4,LMGP01010687
2082,M+NH4,LMGP02010553
2083,M+NH4,
2084,M+NH4,
2085,M+NH4,
2086,M+NH4,LMGP10010950
2086,M+NH4,LMGP10010545
2086,M+NH4,LMGP10010503
2086,M+NH4,LMGP10010318
2086,M+NH4,LMGP10010958
2086,M+NH4,LMGP10010947
2086,M+NH4,LMGP10010690
2086,M+NH4,LMGP10010735
2087,M+NH4,
2088,M+NH4,
2089,M+NH4,LMGP02010948
2089,M+NH4,LMGP02010703
2089,M+NH4,LMGP02010731
2089,M+NH4,LMGP02010976
2089,M+NH4,LMGP02010975
2089,M+NH4,LMGP02010761
2090,M+NH4,LMGP02010948
2090,M+NH4,LMGP02010703
2090,M+NH4,LMGP02010731
2090,M+NH4,LMGP02010976
2090,M+NH4,LMGP02010975
2090,M+NH4,LMGP02010761
2091,M+NH4,LMGP02010948
2091,M+NH4,LMGP02010703
2091,M+NH4,LMGP02010731
2091,M+NH4,LMGP02010976
2091,M+NH4,LMGP02010975
2091,M+NH4,LMGP02010761
2092,M+NH4,
2093,M+NH4,
2094,M+NH4,
2095,M+NH4,
2096,M+NH4,LMGP10010508
2096,M+NH4,LMGP04040002
2096,M+NH4,LMGP10010833
2097,M+NH4,LMGP10020066
2098,M+NH4,
2099,M+NH4,LMGP02011138
2099,M+NH4,LMGP02010760
2099,M+NH4,LMGP02010918
2099,M+NH4,LMGP02010946
2099,M+NH4,LMGP02010947
2099,M+NH4,LMGP02010730
2099,M+NH4,LMGP02011216
2099,M+NH4,LMGP02010702
2099,M+NH4,LMGP02010673
2099,M+NH4,LMGP02010974
2100,M+NH4,LMGP02011138
2100,M+NH4,LMGP02010760
2100,M+NH4,LMGP02010918
2100,M+NH4,LMGP02010946
2100,M+NH4,LMGP02010947
2100,M+NH4,LMGP02010730
2100,M+NH4,LMGP02011216
2100,M+NH4,LMGP02010702
2100,M+NH4,LMGP02010673
2100,M+NH4,LMGP02010974
2101,M+NH4,
2102,M+NH4,
2103,M+NH4,LMGP10010832
2103,M+NH4,LMGP10010477
2104,M+NH4,LMGP20020014
2104,M+NH4,LMGP02010095
2104,M+NH4,LMGP01011710
2104,M+NH4,LMGP02011172
2104,M+NH4,LMGP02011161
2104,M+NH4,LMGP01011455
2104,M+NH4,LMGP02010729
2104,M+NH4,LMGP01011362
2104,M+NH4,LMGP02010701
2104,M+NH4,LMGP01011566
2104,M+NH4,LMGP02010945
2104,M+NH4,LMGP02011195
2104,M+NH4,LMGP02010759
2104,M+NH4,LMGP01012098
2104,M+NH4,LMGP02010916
2104,M+NH4,LMGP02011192
2104,M+NH4,LMGP02010917
2104,M+NH4,LMGP02010887
2104,M+NH4,LMGP01011931
2105,M+NH4,LMGP20020014
2105,M+NH4,LMGP02010095
2105,M+NH4,LMGP01011710
2105,M+NH4,LMGP02011172
2105,M+NH4,LMGP02011161
2105,M+NH4,LMGP01011455
2105,M+NH4,LMGP02010729
2105,M+NH4,LMGP01011362
2105,M+NH4,LMGP02010701
2105,M+NH4,LMGP01011566
2105,M+NH4,LMGP02010945
2105,M+NH4,LMGP02011195
2105,M+NH4,LMGP02010759
2105,M+NH4,LMGP01012098
2105,M+NH4,LMGP02010916
2105,M+NH4,LMGP02011192
2105,M+NH4,LMGP02010917
2105,M+NH4,LMGP02010887
2105,M+NH4,LMGP01011931
2106,M+NH4,
2107,M+NH4,
2108,M+NH4,LMGP01011425
2108,M+NH4,LMGP01011536
2108,M+NH4,LMGP02010728
2108,M+NH4,LMGP02010700
2108,M+NH4,LMGP01011565
2108,M+NH4,LMGP01011650
2108,M+NH4,LMGP20020006
2108,M+NH4,LMGP02010758
2108,M+NH4,LMGP02010672
2108,M+NH4,LMGP01011930
2108,M+NH4,LMGP02010857
2108,M+NH4,LMGP02010944
2108,M+NH4,LMGP01011564
2108,M+NH4,LMGP20020009
2108,M+NH4,LMGP02010538
2108,M+NH4,LMGP01011681
2108,M+NH4,LMGP02010885
2108,M+NH4,LMGP02010915
2108,M+NH4,LMGP01011709
2108,M+NH4,LMGP02011196
2108,M+NH4,LMGP20020012
2108,M+NH4,LMGP02011201
2108,M+NH4,LMGP01011902
2108,M+NH4,LMGP01011454
2108,M+NH4,LMGP02010973
2108,M+NH4,LMGP02010886
2108,M+NH4,LMGP02011109
2109,M+NH4,
2110,M+NH4,
2111,M+NH4,
2112,M+NH4,
2113,M+NH4,
2114,M+NH4,
2115,M+NH4,
2116,M+NH4,
2117,M+NH4,
2118,M+NH4,
2119,M+NH4,
2120,M+NH4,
2121,M+NH4,
2122,M+NH4,LMSP03010066
2122,M+NH4,LMSP03010069
2122,M+NH4,LMSP03010068
2122,M+NH4,LMSP03010067
2122,M+NH4,LMSP03010065
2122,M+NH4,LMGL03014198
2122,M+NH4,LMGL03014146
2122,M+NH4,LMGL03013329
2122,M+NH4,LMGL03013328
2122,M+NH4,LMGL03013255
2122,M+NH4,LMGL03014603
2122,M+NH4,LMGL03012711
2122,M+NH4,LMGL03012765
2122,M+NH4,LMGL03014577
2122,M+NH4,LMGL03013740
2122,M+NH4,LMGL03012655
2122,M+NH4,LMGL03013396
2122,M+NH4,LMGL03013814
2122,M+NH4,LMGL03013352
2122,M+NH4,LMGL03012821
2122,M+NH4,LMGL03012928
2122,M+NH4,LMGL03013227
2122,M+NH4,LMGL03013766
2122,M+NH4,LMGL03012845
2122,M+NH4,LMGL03013741
2122,M+NH4,LMGL03012764
2123,M+NH4,
2124,M+NH4,
2125,M+NH4,
2126,M+NH4,LMGP10010713
2126,M+NH4,LMGP10010473
2126,M+NH4,LMGP10010691
2126,M+NH4,LMGP10010522
2127,M+NH4,
2128,M+NH4,
2129,M+NH4,
2130,M+NH4,LMGP03010441
2131,M+NH4,LMGP02010069
2131,M+NH4,LMGP01011788
2131,M+NH4,LMGP01011084
2131,M+NH4,LMGP01011065
2131,M+NH4,LMGP01011375
2131,M+NH4,LMGP01011358
2131,M+NH4,LMGP01010448
2131,M+NH4,LMGP02010131
2131,M+NH4,LMGP02010132
2131,M+NH4,LMGP01011585
2131,M+NH4,LMGP01010401
2131,M+NH4,LMGP01011733
2131,M+NH4,LMGP01010709
2131,M+NH4,LMGP01010421
2131,M+NH4,LMGP02011019
2131,M+NH4,LMGP01011420
