,adduct,lm_id
1638,M+H,LMGP10010177
1638,M+H,LMGP10010230
1638,M+H,LMGP10010881
1638,M+H,LMGP10010877
1638,M+H,LMGP10010126
1638,M+H,LMGP10010483
1638,M+H,LMGP10010558
1638,M+H,LMGP10010101
1638,M+H,LMGP10010892
1638,M+H,LMGP10010023
1638,M+H,LMSP03020069
1639,M+H,
1640,M+H,
1641,M+H,
1642,M+H,
1643,M+H,
1644,M+H,
1645,M+H,
1646,M+H,LMGP02011188
1646,M+H,LMGP01010390
1646,M+H,LMGP02010621
1646,M+H,LMGP01010732
1646,M+H,LMGP01010414
1646,M+H,LMGP02011236
1646,M+H,LMGP01010435
1646,M+H,LMGP01010986
1646,M+H,LMGP01010477
1646,M+H,LMGP01011237
1646,M+H,LMGP01011245
1646,M+H,LMGP01011263
1646,M+H,LMGP01010557
1646,M+H,LMGP01010528
1646,M+H,LMGP01010459
1646,M+H,LMGP02010370
1646,M+H,LMGP02010389
1646,M+H,LMGP02010540
1646,M+H,LMGP02010409
1646,M+H,LMGP01010701
1646,M+H,LMGP02011229
1647,M+H,
1648,M+H,
1649,M+H,LMPK12112030
1650,M+H,
1651,M+H,LMGP04010163
1651,M+H,LMGP04010141
1651,M+H,LMGP04010112
1651,M+H,LMGP04010051
1651,M+H,LMGP04010202
1651,M+H,LMGP04010073
1651,M+H,LMGP04010095
1651,M+H,LMGP04010248
1652,M+H,LMGP04030028
1652,M+H,LMGP04030003
1652,M+H,LMGP04020004
1653,M+H,
1654,M+H,
1655,M+H,
1656,M+H,
1657,M+H,
1658,M+H,
1659,M+H,
1660,M+H,
1661,M+H,
1662,M+H,
1663,M+H,
1664,M+H,
1665,M+H,
1666,M+H,
1667,M+H,
1668,M+H,LMGP00000051
1669,M+H,LMGP04020003
1669,M+H,LMPK01000058
1669,M+H,LMGP04020018
1670,M+H,LMGP04020003
1670,M+H,LMPK01000058
1670,M+H,LMGP04020018
1671,M+H,
1672,M+H,
1673,M+H,
1674,M+H,
1675,M+H,
1676,M+H,
1677,M+H,
1678,M+H,
1679,M+H,
1680,M+H,
1681,M+H,
1682,M+H,
1683,M+H,
1684,M+H,
1685,M+H,LMGP10010347
1685,M+H,LMGP10010592
1685,M+H,LMGP10010181
1685,M+H,LMGP10010259
1685,M+H,LMGP10010373
1685,M+H,LMGP10010288
1685,M+H,LMGP10010403
1685,M+H,LMGP10010787
1685,M+H,LMGP10010431
1685,M+H,LMGP10010152
1685,M+H,LMGP10010089
1685,M+H,LMGP10010260
1685,M+H,LMGP10010622
1685,M+H,LMGP10010234
1686,M+H,LMGP10010347
1686,M+H,LMGP10010592
1686,M+H,LMGP10010181
1686,M+H,LMGP10010259
1686,M+H,LMGP10010373
1686,M+H,LMGP10010288
1686,M+H,LMGP10010403
1686,M+H,LMGP10010787
1686,M+H,LMGP10010431
1686,M+H,LMGP10010152
1686,M+H,LMGP10010089
1686,M+H,LMGP10010260
1686,M+H,LMGP10010622
1686,M+H,LMGP10010234
1687,M+H,
1688,M+H,
1689,M+H,
1690,M+H,
1691,M+H,
1692,M+H,
1693,M+H,
1694,M+H,
1695,M+H,LMGP02040015
1696,M+H,
1697,M+H,LMGP02040015
1698,M+H,LMSP0501AA58
1699,M+H,LMSP0501AA58
1700,M+H,
1701,M+H,
1702,M+H,
1703,M+H,
1704,M+H,LMSP03020035
1704,M+H,LMSP03020051
1705,M+H,
1706,M+H,
1707,M+H,
1708,M+H,
1709,M+H,
1710,M+H,
1711,M+H,
1712,M+H,
1713,M+H,
1714,M+H,LMGP10010213
1714,M+H,LMGP10010088
1714,M+H,LMGP10010531
1714,M+H,LMGP10010257
1714,M+H,LMGP10010345
1714,M+H,LMGP10010312
1714,M+H,LMGP10010485
1714,M+H,LMGP10010286
1714,M+H,LMGP10010150
1714,M+H,LMGP10010756
1714,M+H,LMGP10010326
1714,M+H,LMGP10010179
1714,M+H,LMGP10010560
1714,M+H,LMGP10010231
1714,M+H,LMGL02010286
1715,M+H,
1716,M+H,
1717,M+H,
1718,M+H,
1719,M+H,
1720,M+H,
1721,M+H,LMGP10010194
1721,M+H,LMGP10010178
1721,M+H,LMGP10010149
1721,M+H,LMGP10010087
1721,M+H,LMGP10010256
1721,M+H,LMGP10010131
1721,M+H,LMGP10010212
1721,M+H,LMGP10010311
1721,M+H,LMGP10010325
1721,M+H,LMGP10010456
1721,M+H,LMGP10010484
1721,M+H,LMGP10010511
1721,M+H,LMGP10010530
1721,M+H,LMGP10010676
1721,M+H,LMGP10010894
1721,M+H,LMGP10010725
1721,M+H,LMGL02010280
1721,M+H,LMGL02010281
1721,M+H,LMSP03020077
1722,M+H,LMSP01080025
1723,M+H,LMGP03010278
1723,M+H,LMGP03010164
1723,M+H,LMGP03010113
1723,M+H,LMGP03010052
1724,M+H,
1725,M+H,
1726,M+H,LMGP10010819
1726,M+H,LMGP10010408
1726,M+H,LMGP10010136
1726,M+H,LMGP10010380
1726,M+H,LMGP10010438
1726,M+H,LMGP10010437
1727,M+H,
1728,M+H,LMGL03012661
1729,M+H,
1730,M+H,
1731,M+H,
1732,M+H,
1733,M+H,LMGP01020012
1733,M+H,LMGP02020042
1733,M+H,LMGP01020178
1733,M+H,LMGP01020193
1733,M+H,LMGP02020062
1733,M+H,LMGP02020102
1734,M+H,
1735,M+H,
1736,M+H,
1737,M+H,
1738,M+H,
1739,M+H,
1740,M+H,
1741,M+H,
1742,M+H,LMGP04010974
1742,M+H,LMGP04010936
1742,M+H,LMGP04010889
1742,M+H,LMGP04010897
1742,M+H,LMGP04010942
1742,M+H,LMGP04010022
1742,M+H,LMGP04010024
1743,M+H,
1744,M+H,
1745,M+H,
1746,M+H,
1747,M+H,
1748,M+H,
1749,M+H,
1750,M+H,
1751,M+H,
1752,M+H,
1753,M+H,
1754,M+H,
1755,M+H,
1756,M+H,
1757,M+H,LMGP10010405
1757,M+H,LMGP10010375
1757,M+H,LMGP10010348
1757,M+H,LMGP10010961
1757,M+H,LMGP10010313
1757,M+H,LMGP10010293
1757,M+H,LMGP10010134
1757,M+H,LMGP10010593
1757,M+H,LMGP10010216
1757,M+H,LMGP10010314
1757,M+H,LMGP10010563
1757,M+H,LMGP10010905
1757,M+H,LMGP10010488
1757,M+H,LMGP10010758
1758,M+H,
1759,M+H,LMGL02010254
1759,M+H,LMGL02010244
1759,M+H,LMGL02010245
1759,M+H,LMGL02010249
1759,M+H,LMGL02010238
1759,M+H,LMGL02010248
1760,M+H,LMGL02010254
1760,M+H,LMGL02010244
1760,M+H,LMGL02010245
1760,M+H,LMGL02010249
1760,M+H,LMGL02010238
1760,M+H,LMGL02010248
1761,M+H,
1762,M+H,
1763,M+H,
1764,M+H,
1765,M+H,
1766,M+H,
1767,M+H,
1768,M+H,
1769,M+H,LMPR01070105
1770,M+H,LMGP04010079
1770,M+H,LMGP04010367
1770,M+H,LMGP04010118
1770,M+H,LMGP04010281
1770,M+H,LMGP04010398
1770,M+H,LMGP04010080
1771,M+H,
1772,M+H,
1773,M+H,
1774,M+H,
1775,M+H,
1776,M+H,
1777,M+H,
1778,M+H,LMGP03010166
1778,M+H,LMGP03010053
1778,M+H,LMGP03010115
1778,M+H,LMGP03010075
1778,M+H,LMGP03010204
1778,M+H,LMGP03010340
1778,M+H,LMGP03010279
1778,M+H,LMPK04000010
1779,M+H,LMGP03010166
1779,M+H,LMGP03010053
1779,M+H,LMGP03010115
1779,M+H,LMGP03010075
1779,M+H,LMGP03010204
1779,M+H,LMGP03010340
1779,M+H,LMGP03010279
1780,M+H,LMGP01011435
1780,M+H,LMGP01010440
1780,M+H,LMGP01011384
1780,M+H,LMGP01011344
1780,M+H,LMGP02010769
1780,M+H,LMGP02010458
1780,M+H,LMGP02010485
1780,M+H,LMGP01011595
1780,M+H,LMGP02010438
1780,M+H,LMGP02010414
1780,M+H,LMGP01010485
1780,M+H,LMGP02010638
1780,M+H,LMGP02010567
1780,M+H,LMGP01011475
1780,M+H,LMGP02010396
1780,M+H,LMGP02010624
1780,M+H,LMGP01011412
1780,M+H,LMGP02011226
1780,M+H,LMGP02010842
1780,M+H,LMGP02010795
1780,M+H,LMGP02010521
1780,M+H,LMGP02010543
1780,M+H,LMGP01011463
1780,M+H,LMGP01011522
1781,M+H,
1782,M+H,
1783,M+H,LMSL05000007
1784,M+H,LMGP10010821
1784,M+H,LMGP10010657
1784,M+H,LMGP10010189
1784,M+H,LMGP10010299
1785,M+H,
1786,M+H,
1787,M+H,LMGP04030031
1787,M+H,LMGP04030008
1788,M+H,
1789,M+H,LMGP03010193
1789,M+H,LMGP03010165
1789,M+H,LMGP03010142
1789,M+H,LMGP03010322
1789,M+H,LMGP03010203
1789,M+H,LMGP03010929
1789,M+H,LMGP03010114
1789,M+H,LMGP03010249
1789,M+H,LMGP03010074
1789,M+H,LMGP03010940
1790,M+H,
1791,M+H,LMGP02010413
1791,M+H,LMGP02010542
1791,M+H,LMGP02011170
1791,M+H,LMGP02011227
1791,M+H,LMGP01010560
1791,M+H,LMGP01010736
1791,M+H,LMGP01010530
1791,M+H,LMGP02010623
1791,M+H,LMGP01010969
1791,M+H,LMGP01010481
1791,M+H,LMGP01010461
1791,M+H,LMGP01010702
1791,M+H,LMGP02010377
1791,M+H,LMGP01010438
1791,M+H,LMGP01010995
1791,M+H,LMGP02010337
1791,M+H,LMGP01010395
1791,M+H,LMGP02011186
1791,M+H,LMGP02011253
1791,M+H,LMGP02011233
1791,M+H,LMGP01011265
1791,M+H,LMGP01010416
1791,M+H,LMGP02011181
1792,M+H,
1793,M+H,
1794,M+H,
1795,M+H,
1796,M+H,LMGP04030056
1796,M+H,LMGP04020021
1796,M+H,LMGP04020007
1796,M+H,LMGP04030030
1796,M+H,LMGP04030007
1797,M+H,LMGP04030056
1797,M+H,LMGP04020021
1797,M+H,LMGP04020007
1797,M+H,LMGP04030030
1797,M+H,LMGP04030007
1798,M+H,
1799,M+H,LMGP02011132
1799,M+H,LMGP02010445
1799,M+H,LMGP02011257
1799,M+H,LMGP02010965
1800,M+H,LMGP03020019
1800,M+H,LMGP03020005
1801,M+H,
1802,M+H,LMPR04000018
1802,M+H,LMPR04000011
1803,M+H,
1804,M+H,
1805,M+H,
1806,M+H,
1807,M+H,LMGP10030091
1807,M+H,LMGP10030072
1807,M+H,LMGP10030027
1807,M+H,LMGP10020087
1808,M+H,LMPK01000057
1808,M+H,LMGP04020020
1808,M+H,LMGP04020082
1808,M+H,LMGP04020041
1809,M+H,LMPK01000057
1809,M+H,LMGP04020020
1809,M+H,LMGP04020082
1809,M+H,LMGP04020041
1810,M+H,LMPK01000057
1810,M+H,LMGP04020020
1810,M+H,LMGP04020082
1810,M+H,LMGP04020041
1811,M+H,LMPK01000057
1811,M+H,LMGP04020020
1811,M+H,LMGP04020082
1811,M+H,LMGP04020041
1812,M+H,
1813,M+H,
1814,M+H,
1815,M+H,
1816,M+H,
1817,M+H,
1818,M+H,
1819,M+H,
1820,M+H,
1821,M+H,
1822,M+H,
1823,M+H,
1824,M+H,
1825,M+H,
1826,M+H,
1827,M+H,
1828,M+H,
1829,M+H,LMGP02010744
1829,M+H,LMGP01011351
1829,M+H,LMGP02010905
1829,M+H,LMGP02011223
1829,M+H,LMGP02010935
1829,M+H,LMGP02010716
1829,M+H,LMGP02010686
1829,M+H,LMGP02011102
1829,M+H,LMGP01011701
1829,M+H,LMGP02010525
1829,M+H,LMGP02011208
1829,M+H,LMGP02011242
1829,M+H,LMGP02010443
1829,M+H,LMGP02010380
1829,M+H,LMGP02010526
1830,M+H,
1831,M+H,
1832,M+H,
1833,M+H,LMGL00000125
1834,M+H,
1835,M+H,
1836,M+H,LMPR01070058
1836,M+H,LMPR01070166
1837,M+H,
1838,M+H,LMSP03020053
1838,M+H,LMSP03020037
1839,M+H,
1840,M+H,
1841,M+H,
1842,M+H,
1843,M+H,LMSP0501AA47
1844,M+H,
1845,M+H,
1846,M+H,
1847,M+H,
1848,M+H,
1849,M+H,LMSP03020012
1849,M+H,LMSP03020036
1849,M+H,LMSP03020052
1849,M+H,LMSP03020027
1850,M+H,LMGL03012642
1851,M+H,
1852,M+H,
1853,M+H,
1854,M+H,
1855,M+H,LMPR01070160
1856,M+H,
1857,M+H,LMGP04030011
1857,M+H,LMPR01070168
1857,M+H,LMPR01070130
1858,M+H,
1859,M+H,
1860,M+H,
1861,M+H,
1862,M+H,
1863,M+H,
1864,M+H,
1865,M+H,
1866,M+H,
1867,M+H,
1868,M+H,
1869,M+H,LMGP04020009
1869,M+H,LMGP04030010
1869,M+H,LMGP04030033
1870,M+H,
1871,M+H,
1872,M+H,
1873,M+H,
1874,M+H,LMGP04010082
1874,M+H,LMGP04010910
1874,M+H,LMGP04010309
1874,M+H,LMGP04010228
1874,M+H,LMGP04010143
1874,M+H,LMGP04010481
1874,M+H,LMGP04010119
1874,M+H,LMGP04010984
1874,M+H,LMGP04010882
1874,M+H,LMGP04010059
1874,M+H,LMGP04010252
1874,M+H,LMGP04010528
1874,M+H,LMGP04010169
1874,M+H,LMGP04010207
1875,M+H,LMGP04010082
1875,M+H,LMGP04010910
1875,M+H,LMGP04010309
1875,M+H,LMGP04010228
1875,M+H,LMGP04010143
1875,M+H,LMGP04010481
1875,M+H,LMGP04010119
1875,M+H,LMGP04010984
1875,M+H,LMGP04010882
1875,M+H,LMGP04010059
1875,M+H,LMGP04010252
1875,M+H,LMGP04010528
1875,M+H,LMGP04010169
1875,M+H,LMGP04010207
1876,M+H,
1877,M+H,LMGP04030057
1877,M+H,LMGP04030009
1877,M+H,LMGP04030032
1877,M+H,LMGP04020008
1877,M+H,LMGP04020023
1878,M+H,
1879,M+H,
1880,M+H,LMGP03010227
1880,M+H,LMGP03010308
1880,M+H,LMGP03010076
1880,M+H,LMGP03010917
1880,M+H,LMGP03010873
1880,M+H,LMGP03010910
1880,M+H,LMGP03010057
1880,M+H,LMGP03010096
1881,M+H,
1882,M+H,
1883,M+H,
1884,M+H,
1885,M+H,LMGP04010935
1885,M+H,LMGP04010872
1885,M+H,LMGP04010867
1885,M+H,LMGP04010940
1885,M+H,LMGP04010986
1885,M+H,LMGP04010916
1885,M+H,LMGP04010896
1885,M+H,LMGP04010027
1885,M+H,LMGP04010929
1886,M+H,
1887,M+H,
1888,M+H,
1889,M+H,
1890,M+H,
1891,M+H,
1892,M+H,
1893,M+H,
1894,M+H,
1895,M+H,LMST01130006
1896,M+H,
1897,M+H,
1898,M+H,LMGP10010384
1898,M+H,LMGP10010412
1898,M+H,LMGP10010951
1898,M+H,LMGP10010599
1898,M+H,LMGP10010356
1898,M+H,LMGP10010569
1898,M+H,LMGP10010628
1898,M+H,LMGP10010442
1898,M+H,LMGP10010792
1898,M+H,LMGP10010970
1898,M+H,LMGP10010333
1898,M+H,LMGP10010024
1898,M+H,LMGP10010540
1898,M+H,LMGP10010541
1899,M+H,
1900,M+H,
1901,M+H,
1902,M+H,
1903,M+H,
1904,M+H,
1905,M+H,
1906,M+H,
1907,M+H,
1908,M+H,
1909,M+H,
1910,M+H,
1911,M+H,LMGL02010287
1911,M+H,LMGL02010288
1911,M+H,LMGL02010289
1912,M+H,
1913,M+H,
1914,M+H,
1915,M+H,LMGP10010959
1915,M+H,LMGP10010221
1915,M+H,LMGP10010198
1915,M+H,LMGP10010683
1915,M+H,LMGP10010952
1915,M+H,LMGP10010731
1915,M+H,LMGP10010567
1915,M+H,LMGP10010496
1915,M+H,LMGP10010965
1915,M+H,LMGP10010538
1915,M+H,LMGP10010354
1915,M+H,LMGP10010761
1915,M+H,LMGP10010300
1916,M+H,LMGP03010121
1916,M+H,LMGP03010399
1916,M+H,LMGP03010099
1916,M+H,LMGP03010283
1916,M+H,LMGP03010368
1916,M+H,LMGP03010926
1916,M+H,LMGP03010171
1916,M+H,LMGP03010589
1916,M+H,LMGP03010061
1916,M+H,LMGP03010343
1917,M+H,LMGP03030011
1918,M+H,
1919,M+H,
1920,M+H,
1921,M+H,LMGP10010305
1921,M+H,LMGP10010825
1922,M+H,
1923,M+H,
1924,M+H,LMGP02010754
1925,M+H,LMGP03030033
1925,M+H,LMGP03020009
1925,M+H,LMGP03030010
1926,M+H,LMGP03030033
1926,M+H,LMGP03020009
1926,M+H,LMGP03030010
1927,M+H,
1928,M+H,
1929,M+H,LMGP04010084
1929,M+H,LMGP04010326
1929,M+H,LMGP04010344
1929,M+H,LMGP04010126
1929,M+H,LMGP04010914
1929,M+H,LMGP04010255
1929,M+H,LMGP04010209
1929,M+H,LMGP04010559
1929,M+H,LMGP04010284
1929,M+H,LMGP04010483
1929,M+H,LMGP04010195
1929,M+H,LMGP04010173
1930,M+H,
1931,M+H,
1932,M+H,LMGL03013705
1932,M+H,LMGL03014138
1932,M+H,LMGL03012813
1932,M+H,LMGL03013188
1932,M+H,LMGL03013296
1932,M+H,LMGL03013243
1932,M+H,LMGL03013215
1932,M+H,LMGL03012699
1932,M+H,LMGL03012725
1933,M+H,
1934,M+H,
1935,M+H,
1936,M+H,LMGP03010309
1936,M+H,LMGP03010228
1936,M+H,LMGP03010082
1936,M+H,LMGP03010207
1936,M+H,LMGP03010119
1936,M+H,LMGP03010143
1936,M+H,LMGP03010252
1936,M+H,LMGP03010882
1936,M+H,LMGP03010977
1936,M+H,LMGP03010909
1936,M+H,LMGP03010528
1936,M+H,LMGP03010481
1936,M+H,LMGP03010169
1936,M+H,LMGP03010059
1937,M+H,LMGP03020023
1937,M+H,LMGP03030032
1937,M+H,LMGP03020008
1937,M+H,LMGP03030009
1937,M+H,LMGP03030057
1938,M+H,LMGP01040036
1939,M+H,
1940,M+H,
1941,M+H,
1942,M+H,LMGP04010482
1942,M+H,LMGP04010311
1942,M+H,LMGP04010325
1942,M+H,LMGP04010101
1942,M+H,LMGP04010456
1942,M+H,LMGP04010125
1942,M+H,LMGP04010172
1942,M+H,LMGP04010208
1942,M+H,LMGP04010083
1942,M+H,LMGP04010908
1942,M+H,LMGP04010145
1942,M+H,LMGP04010529
1942,M+H,LMGP04010254
1942,M+H,LMGP04010230
1943,M+H,LMGP04020092
1943,M+H,LMGP04020072
1943,M+H,LMGP04020044
1943,M+H,LMGP04030012
1943,M+H,LMGP04030034
1943,M+H,LMGP04030058
1944,M+H,
1945,M+H,
1946,M+H,LMGL03013214
1946,M+H,LMGL03013242
1946,M+H,LMGL03013295
1946,M+H,LMGL03013187
1946,M+H,LMGL03013676
1946,M+H,LMGL03012644
1946,M+H,LMGL03013704
1946,M+H,LMGL03012698
1946,M+H,LMGL03013269
1946,M+H,LMGL03014137
1946,M+H,LMGL03012755
1946,M+H,LMGL03013731
1947,M+H,
1948,M+H,
1949,M+H,LMGP03020042
1949,M+H,LMGP03020022
1949,M+H,LMGP03020081
1950,M+H,
1951,M+H,
1952,M+H,
1953,M+H,
1954,M+H,LMGP04010934
1954,M+H,LMGP04010310
1954,M+H,LMGP04010064
1954,M+H,LMGP04010866
1954,M+H,LMGP04010229
1954,M+H,LMGP04010909
1954,M+H,LMGP04010871
1954,M+H,LMGP04010100
1954,M+H,LMGP04010915
1954,M+H,LMGP04010855
1955,M+H,LMGP04020080
1955,M+H,LMGP04020073
1955,M+H,LMPK01000061
1955,M+H,LMGP04020043
1956,M+H,
1957,M+H,
1958,M+H,
1959,M+H,
1960,M+H,
1961,M+H,
1962,M+H,
1963,M+H,
1964,M+H,
1965,M+H,
1966,M+H,
1967,M+H,
1968,M+H,
1969,M+H,
1970,M+H,LMSP0501AA60
1971,M+H,
1972,M+H,
1973,M+H,
1974,M+H,
1975,M+H,LMGP04010650
1975,M+H,LMGP04010432
1975,M+H,LMGP04010131
1975,M+H,LMGP04010923
1975,M+H,LMGP04010623
1975,M+H,LMGP04010900
1976,M+H,LMGL03013250
1976,M+H,LMGL03012650
1977,M+H,
1978,M+H,
1979,M+H,LMGP03010621
1979,M+H,LMGP03010148
1979,M+H,LMGP03010176
1979,M+H,LMGP03010402
1979,M+H,LMGP03010175
1979,M+H,LMGP03010086
1979,M+H,LMGP03010371
1979,M+H,LMGP03010429
1980,M+H,
1981,M+H,
1982,M+H,LMGP10020040
1982,M+H,LMGP10030053
1982,M+H,LMGP10020062
1982,M+H,LMGP10030076
1982,M+H,LMSP03020054
1982,M+H,LMSP03020028
1982,M+H,LMSP03020038
1983,M+H,
1984,M+H,
1985,M+H,
1986,M+H,
1987,M+H,
1988,M+H,
1989,M+H,LMPR01070184
1990,M+H,
1991,M+H,LMGP02030001
1992,M+H,
1993,M+H,
1994,M+H,LMPK04000013
1995,M+H,
1996,M+H,
1997,M+H,
1998,M+H,LMGP03010855
1998,M+H,LMGP03010064
1998,M+H,LMGP03010310
1998,M+H,LMGP03010866
1998,M+H,LMGP03010229
1998,M+H,LMGP03010908
1998,M+H,LMGP03010933
1998,M+H,LMGP03010914
1998,M+H,LMGP03010100
1998,M+H,LMGP03010871
1999,M+H,LMGP02020020
1999,M+H,LMGP02030056
2000,M+H,
2001,M+H,
2002,M+H,
2003,M+H,
2004,M+H,
2005,M+H,
2006,M+H,
2007,M+H,
2008,M+H,
2009,M+H,
2010,M+H,LMGP02020008
2010,M+H,LMGP02020007
2010,M+H,LMGP02020006
2010,M+H,LMGP02030033
2010,M+H,LMGP02030078
2010,M+H,LMGP02030003
2011,M+H,LMSP0501AC20
2011,M+H,LMSP0501AA35
2012,M+H,
2013,M+H,
2014,M+H,
2015,M+H,
2016,M+H,
2017,M+H,
2018,M+H,
2019,M+H,
2020,M+H,
2021,M+H,
2022,M+H,
2023,M+H,
2024,M+H,LMGP11010001
2025,M+H,
2026,M+H,
2027,M+H,
2028,M+H,
2029,M+H,
2030,M+H,
2031,M+H,
2032,M+H,LMPR04000017
2033,M+H,
2034,M+H,
2035,M+H,
2036,M+H,
2037,M+H,LMGP04020075
2037,M+H,LMGP04020030
2037,M+H,LMGP04030020
2037,M+H,LMGP04020029
2037,M+H,LMGP04030040
2038,M+H,LMSP03020093
2039,M+H,
2040,M+H,
2041,M+H,LMGP02040017
2042,M+H,
2043,M+H,
2044,M+H,LMPK12112021
2045,M+H,
2046,M+H,LMGP04030063
2046,M+H,LMGP04030019
2046,M+H,LMGP04030091
2046,M+H,LMGP04020028
2046,M+H,LMGP04020013
2047,M+H,
2048,M+H,LMGP03020011
2048,M+H,LMGP03020046
2048,M+H,LMGP03030036
2048,M+H,LMGP03030016
2048,M+H,LMGP03030060
2048,M+H,LMGP03020025
2049,M+H,
2050,M+H,
2051,M+H,
2052,M+H,LMGP04020047
2052,M+H,LMGP04030062
2052,M+H,LMGP04020027
2052,M+H,LMGP04030018
2052,M+H,LMGP04030039
2052,M+H,LMGP04020012
2053,M+H,
2054,M+H,
2055,M+H,
2056,M+H,LMGP03020024
2056,M+H,LMGP03020045
2056,M+H,LMGP03020076
2057,M+H,
2058,M+H,
2059,M+H,LMGP04020087
2059,M+H,LMGP04020091
2059,M+H,LMGP04020070
2060,M+H,
2061,M+H,LMGP04010819
2061,M+H,LMGP04010655
2061,M+H,LMGP04010980
2061,M+H,LMGP04010353
2061,M+H,LMGP04010921
2061,M+H,LMGP04010380
2061,M+H,LMGP04010438
2061,M+H,LMGP04010220
2061,M+H,LMGP04010381
2061,M+H,LMGP04010409
2062,M+H,LMGL03012825
2062,M+H,LMGL03013258
2062,M+H,LMGL03012658
2063,M+H,LMGP01040093
2064,M+H,LMSP0501AC21
2064,M+H,LMSP0501AA36
2065,M+H,
2066,M+H,
2067,M+H,LMGL03012824
2067,M+H,LMGL03013257
2067,M+H,LMGL03012657
2067,M+H,LMGL03013229
2067,M+H,LMGL03014149
2067,M+H,LMGL03012823
2067,M+H,LMGL03013355
2067,M+H,LMGL03012713
2067,M+H,LMGL03013769
2068,M+H,LMGL03012824
2068,M+H,LMGL03013257
2068,M+H,LMGL03012657
2068,M+H,LMGL03013229
2068,M+H,LMGL03014149
2068,M+H,LMGL03012823
2068,M+H,LMGL03013355
2068,M+H,LMGL03012713
2068,M+H,LMGL03013769
2069,M+H,
2070,M+H,
2071,M+H,
2072,M+H,
2073,M+H,
2074,M+H,LMSP03010064
2075,M+H,LMGP10030083
2075,M+H,LMGP10020068
2075,M+H,LMSP03010064
2076,M+H,
2077,M+H,
2078,M+H,
2079,M+H,
2080,M+H,LMGL00000129
2081,M+H,
2082,M+H,
2083,M+H,
2084,M+H,
2085,M+H,LMGP02010590
2085,M+H,LMGP02011140
2085,M+H,LMGP01011408
2085,M+H,LMGP01011656
2085,M+H,LMGP01011685
2085,M+H,LMGP01011714
2085,M+H,LMGP01011715
2085,M+H,LMGP01012100
2086,M+H,LMGP02010069
2086,M+H,LMGP01011788
2086,M+H,LMGP01011084
2086,M+H,LMGP01011065
2086,M+H,LMGP01011375
2086,M+H,LMGP01011358
2086,M+H,LMGP01010448
2086,M+H,LMGP02010131
2086,M+H,LMGP02010132
2086,M+H,LMGP01011585
2086,M+H,LMGP01010401
2086,M+H,LMGP01011733
2086,M+H,LMGP01010709
2086,M+H,LMGP01010421
2086,M+H,LMGP02011019
2086,M+H,LMGP01011420
2086,M+H,LMGP02010317
2086,M+H,LMGP02010556
2086,M+H,LMGP02011183
2086,M+H,LMGP01011466
2086,M+H,LMGP02010996
2087,M+H,
2088,M+H,LMGP06010022
2088,M+H,LMGP06010023
2088,M+H,LMGP06010365
2088,M+H,LMGP06010334
2089,M+H,
2090,M+H,
2091,M+H,
2092,M+H,
2093,M+H,
2094,M+H,
2095,M+H,
2096,M+H,LMGP02011210
2096,M+H,LMGP01011492
2096,M+H,LMGP02010979
2096,M+H,LMGP01011713
2096,M+H,LMGP01011627
2096,M+H,LMGP01010956
2096,M+H,LMGP01010954
2096,M+H,LMGP01012235
2096,M+H,LMGP01012233
2096,M+H,LMGP01011684
2096,M+H,LMGP01012099
2096,M+H,LMGP02011112
2096,M+H,LMGP02010817
2096,M+H,LMGP01010952
2096,M+H,LMGP01012135
2096,M+H,LMGP01012134
2096,M+H,LMGP01010512
2096,M+H,LMGP01011655
2096,M+H,LMGP02010619
2096,M+H,LMGP01011654
2096,M+H,LMGP01011933
2096,M+H,LMGP01010960
2096,M+H,LMGP02011139
2097,M+H,
2098,M+H,
2099,M+H,
2100,M+H,
2101,M+H,LMSP06020002
2102,M+H,
2103,M+H,LMGP01011683
2103,M+H,LMGP01010633
2103,M+H,LMGP01011653
2103,M+H,LMGP02010589
2103,M+H,LMGP01012232
2103,M+H,LMGP01010695
2103,M+H,LMGP01012182
2103,M+H,LMGP01012234
2103,M+H,LMGP01011626
2103,M+H,LMGP01011932
2103,M+H,LMGP01011604
2103,M+H,LMGP02010816
2103,M+H,LMGP02010950
2103,M+H,LMGP01012210
2103,M+H,LMGP01011712
2103,M+H,LMGP01011625
2103,M+H,LMGP01012152
2103,M+H,LMGP01011903
2103,M+H,LMGP02010978
2103,M+H,LMGP01011407
2103,M+H,LMGP01012069
2103,M+H,LMGP01011305
2103,M+H,LMGP02011111
2103,M+H,LMGP01012130
2103,M+H,LMGP01012131
2103,M+H,LMGP01012139
2103,M+H,LMGP02010786
2104,M+H,
2105,M+H,
2106,M+H,LMSP03030006
2107,M+H,LMSP03030006
2108,M+H,
2109,M+H,
2110,M+H,
2111,M+H,LMFA13010033
2112,M+H,LMGP10010524
2112,M+H,LMGP10010744
2112,M+H,LMGP10010774
2112,M+H,LMGP10010716
2112,M+H,LMGP10010582
2112,M+H,LMGP10010552
2113,M+H,
2114,M+H,
2115,M+H,LMPK12110634
2115,M+H,LMPK12111803
2115,M+H,LMPK12111952
2115,M+H,LMPK12110626
2115,M+H,LMPK12110594
2115,M+H,LMPK12111949
2116,M+H,
2117,M+H,LMGP10010946
2117,M+H,LMGP10010551
2117,M+H,LMGP10010523
2117,M+H,LMGP10010743
2118,M+H,
2119,M+H,
2120,M+H,LMGP06010394
